row_id,agricultural_land_area,cereal_yield,fertility_rate,population_growth,avg_value_of_food_production,gross_domestic_product_per_capita_ppp,net_oda_received_percent_gni,per_capita_food_production_variability,school_enrollment_rate_total,caloric_energy_from_cereals_roots_tubers,access_to_improved_water_sources,anemia_prevalence,obesity_prevalence,open_defecation,political_stability,prevalence_of_undernourishment
0.0,235077.65812821762,935.7543654054944,5.928981318478956,2.8649311465378458,60.89133599569553,3969.519105997136,2.233562403439045,1.9680900150545328,77.14674560365637,64.12957109182621,57.932800895580904,59.061443222089956,8.293939667925411,28.933529456005164,-1.393800540556856,31.260712788709263
1.0,23000.640737819318,4031.4521614537957,3.0006291292272227,1.2998841236724892,266.06599864950715,4527.2580445661215,4.351314731678819,4.925827280813267,96.39250668108623,68.28570743405264,71.12073748407363,36.90108386789634,2.4833034310700093,29.66578856889503,0.030556260165795664,18.29823273511343
2.0,90.954867308966,1581.9352780598026,2.3018601505088667,2.1500289000876918,111.63356017007747,18513.52451267202,1.282396762464982,2.17987163561052,84.86196020429892,28.11074968751873,97.58732414902944,27.242817604615503,18.726448190550087,1.3316208036031438,0.6515862011217262,39.513397132735975
3.0,100843.66121200589,1127.62636402813,2.199311032322408,1.1857086422995342,334.2529602057892,10710.266707275832,1.6282413562815516,15.789067019149105,99.83705744932676,51.44367511539953,95.61151491494364,29.07691853051447,23.21854769798239,1.5491911718625877,-0.9287876706095776,4.444015536246742
4.0,224.2893569769973,1418.987211830533,2.121472421249327,0.17357142783044746,365.21414249910134,10416.098948407769,4.900720760098316,23.771783066552164,88.08236743544727,34.32663506272193,99.78150092369063,25.00884628289115,20.010812216577104,7.564733497745669,0.9560273658997868,4.940300532699143
5.0,51966.19326353412,1582.7680053852087,3.9184150100936566,3.203028951277656,151.78676583355582,16718.781819891643,0.6582882261982458,3.880810944717195,99.37180020856243,50.21660414758284,92.64385363960092,59.64087595953607,13.44081362135737,2.9681391554358503,0.17185534562079574,7.044937739369947
6.0,47126.695392651134,2448.112056041439,3.4387552271893225,2.1281195350393234,114.39114891544556,1852.6735084282307,6.488161626242192,5.947639532730515,94.19266001243194,64.479927664776,66.04068129714793,33.463864746552034,7.745656959394459,0.7212606326878915,-0.7441498655490806,39.24091043364494
7.0,55456.49513810402,2431.912942098525,1.2366235756997777,-0.4983419573504462,367.4382517002946,8928.269190399053,4.1068329159830075,26.289885976524452,96.00550945290077,42.61364054494144,100.35319326846826,24.349046874835032,17.927028536361593,0.0,0.3490503415724358,4.724493442946803
8.0,156937.91096280413,1789.017840488295,4.250669227164532,2.561977323293671,268.68267149048154,3080.4589993848076,5.392429207653777,9.411110761592571,74.227496663007,63.12309331938813,84.18168166754799,50.35032485819534,8.6281010188759,19.41416090153639,0.019875232630891783,5.436701428060029
9.0,343.5403239209176,2057.7297860841527,4.444528920899289,0.7038699266122592,270.2434678185151,5507.9050542304085,14.207248329071081,8.14620430164255,99.72336883338308,28.456873241906948,97.40750718574712,23.031459615030503,38.14428397847639,0.07933751044285381,0.9803872040666078,3.497731052627632
10.0,16767.621858273866,3095.324886611911,1.6097260350103453,0.3674565302470057,320.1234001811262,8105.834114060323,3.2042049424379777,17.165736118765786,91.04367508027792,42.89351897356574,100.68953537316679,28.158016638034816,18.751655000364842,0.0,-0.28708326940139417,4.434386621985054
11.0,31503.11287157392,1712.530370734106,3.0025089754930496,2.011007737086908,214.2062588841937,3975.446083395861,3.1866575667082784,2.3949484629732543,87.28142307557604,45.747140298470974,87.70612129685263,16.689285849888147,13.471954940542687,11.744960397320616,-0.33274103785715925,15.275224852232931
12.0,99.71831472992372,10902.472566787143,2.2026265051840745,0.19208807165349207,200.1324012834304,8836.165938162943,1.362556533514447,15.021907573531726,99.54646250072399,38.307932325959015,94.58491454206344,27.983033779590134,14.831737855125098,2.8241534085651194,0.7899528359421616,11.228624363655221
13.0,36514.19346559091,1234.6749398591105,4.717507356136559,2.71455421138875,123.44316123212036,1232.4578459128913,16.724054002801093,5.137481061476149,87.61288297801553,71.3297644297587,59.93992044523782,51.289652906741104,5.3996704270694496,52.13242265480844,-0.1826601055404509,19.669784278469038
14.0,14936.262147952732,2153.387585787787,3.040983511849908,0.7202337742240397,136.63227796459637,6465.977157839785,1.377337639390812,3.726808379462714,89.93895581720648,51.193862940816686,82.49959708142026,18.09986227586708,13.759525714473956,10.623628740873038,0.2624328379257779,11.049226096823457
15.0,358038.8417244148,2395.1572453911513,4.085173952063442,2.024773371084979,181.96066654412013,3862.080255655529,1.4439859433051718,5.771588346202715,66.72880423850191,48.45245604592326,90.03932001319184,48.09213043708161,3.4961252516234174,33.11719786086584,-1.5303920454491615,24.41789528714248
16.0,1128012.3925907514,478.90242541849824,2.188501657537426,1.201594363267406,238.3291868218243,6113.954649815197,9.08377981290283,46.13156487141809,93.19024546563816,49.399777998936536,59.87655924181338,16.470894825283178,10.022631926336217,13.347116391136598,0.8660956612044047,31.004404667261056
17.0,467257.92556258244,2226.4853037978187,1.6696519943231114,1.1812038119201382,322.98960718912576,15811.162485631608,0.0287335777017964,10.364378884198592,98.37065189602042,54.71852875038135,96.89147489037472,29.05880977797743,17.487707642003596,0.5518372637813083,-0.9155324670807172,5.577997121308873
18.0,16571.566687168423,947.1106464769118,4.349124160242472,1.712128907036386,99.65928120237464,1759.154385221576,5.1945906397458685,3.7591387342368834,68.22139869331615,51.66232388343712,61.97949484373461,53.0312100764283,6.1476495015120545,37.50408703921649,-0.755657985620265,50.34201522381021
19.0,368486.7928509775,2508.87752826923,4.069036456793006,2.0524493774096637,185.8468342353423,4160.267598590124,1.561334680090959,3.4896945852677197,66.09970020362712,47.636230608677494,88.06714174079626,49.48848525875397,3.8445051479040737,29.02784636689132,-2.0566678842045403,22.21246703302764
20.0,6154.292487976654,873.3144967551448,5.746976748433162,3.153459924607177,74.99150184215306,1524.7833623723925,15.725353960226967,18.035767952967433,69.05666560245265,61.78746707793918,89.59908532907366,57.555223052959875,6.64863686939629,1.7802206123442994,0.009829847622227484,9.104515288372713
21.0,2.9625411092667413,2482.955352202737,1.7328365756408033,0.5546658745768763,31.880494754412762,58007.468233243024,3.1630322209520116,0.7851702339956147,94.92405630984462,23.61507871856847,100.12884643375355,47.207141070999455,6.51368922106851,0.0,0.7227491179019859,11.284748131140786
22.0,18193.947153190933,953.6618894090967,5.333335414918551,1.6457035028968334,180.86880283791885,922.7379815312088,18.61765106927334,11.776949409740546,88.32205881701157,53.01224909509766,68.92676873268553,20.920349764528307,1.4147096557426866,3.970510191989845,-1.1656019492834735,45.100830326831144
23.0,959044.479073012,4188.559506379051,2.5713184445040618,1.3899452197337256,235.0025804215503,12470.543184059796,0.27137392410183714,11.533194252893944,89.37689283847641,52.522019261926495,91.94309982189444,25.241395680183125,24.170332954724607,4.115783542685782,-0.02033859150698255,3.5650899406834125
24.0,51092.21087755501,1051.4609752844192,5.398339578263769,1.965281677711424,181.91833073751786,859.6670590050478,6.158421154933352,5.301942835016862,65.30488027900765,54.7886609370893,64.13286636555914,49.29417969141544,2.2352652633267502,23.398861634694338,-1.9105711035353852,42.20181431844062
25.0,1804213.5094026062,2487.506143825036,2.8934201837636584,1.5633401835058796,153.68342768917663,3430.420916794011,0.14956101822275794,5.664423019897053,95.49426467123861,61.83674435060562,84.89999597278022,53.12269778964196,2.198079456244721,55.31506689995451,-1.0557877720751765,19.27343253777758
26.0,705250.1050986943,1243.7113828133158,5.788104836718067,2.701659585256973,205.3008936942953,5398.575240937228,0.5048058904156509,12.575160220528188,66.53282186334326,63.76352509424614,65.66885812995997,50.05353506806825,8.706040768452729,25.45224485304552,-2.0684427361724085,6.71032785402967
27.0,379144.60369254416,1315.5511236259986,6.9161286095222865,4.555175204394752,118.80572162210144,1071.7773102902229,39.83337576381854,14.571221198773308,84.35837706544409,76.99526987490702,37.70504019605869,35.180291702510665,1.5247405907410565,23.767491616338116,-2.3079825422721783,36.66894381887202
28.0,133188.10290048446,1561.5991454070386,6.679688912603991,3.4185429105182106,171.0025050310174,1252.9209492261866,13.933404296578374,3.454295168749444,91.7769351555479,45.86306729141963,64.70200987050454,37.5055163601316,1.8648167542379468,12.210058648831508,-1.4374251311823898,24.186690201581122
29.0,3848762.0743703884,1124.1157035767835,5.603861686656589,2.6860327659623504,151.8687956349101,2473.6542554935018,5.706484520469705,0.9973056992241616,65.04844076445575,57.1146479246301,57.335121529879096,27.300091273870656,15.446162104873371,30.975428863149446,0.8063119979743986,25.41680254388637
30.0,203937.4723720504,2179.723387558849,5.025631706748102,2.511061649984109,270.844832519754,2904.650548803991,4.3442767135879246,10.123405309304164,69.17353146878777,65.46254163160465,83.09775483824319,51.20097223966685,7.378962507372543,25.521965566159288,-1.0156081231876477,15.106040758022473
31.0,37615.79827149777,1127.764047140245,5.770336819530443,3.9150968439315768,132.23702078235442,1036.4035271155446,21.26005240559086,18.94990595147587,92.03934866893542,59.649315243249426,51.50547352332025,51.38474782768487,3.856374964345928,23.66057588218749,-0.4365728478046848,37.34127062922307
